Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
Laptop Apple MacBook Pro M1 2020/16GB/256GB (Z11D000E5),36490000,MacBook,Apple M1 3.2GHz,16,13.3,M1 8-Core GPU,SDD,256,Mac OS,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-pro-m1-2020-z11b000ct?src=osp
Laptop Apple MacBook Pro M1 2020 8GB/512GB (MYD92SA/A),35990000,MacBook,Apple M1 3.2GHz,8,13.3,M1 8-Core GPU,SDD,512,Mac OS,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-pro-2020-myd92saa?src=osp
Laptop Apple MacBook Air M1 2020 16GB/512GB/7-core GPU (Z12A00050),35510000,MacBook,Apple M1 3.2GHz,16,13.3,M1 7-Core GPU,SDD,512,Mac OS,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-m1-2020-z12a00050?src=osp
Laptop MSI Prestige 15 A11SC i7 1185G7/16GB/512GB/4GB GTX1650 Max-Q/Túi/Chuột/Win10 (052VN),33240000,MSI,i7 1185G7 3GHz,16,15.6,GTX 1650 Max-Q 4GB,SDD,1000,Window,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-prestige-15-a11sc-i7-052vn?src=osp
Laptop Acer Predator Helios PH315 54 78W5 i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QC5SV.001),31990000,Acer,i7 11800H 2.3GHz,8,15.6,RTX 3050Ti 4GB,SDD,1000,Window,2.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-predator-helios-ph315-54-78w5-i7-nhqc5sv001?src=osp
Laptop Asus ZenBook Flip UX363EA i7 1165G7/16GB/512GB/OLED/Touch/Pen/Cáp/Túi/Win10 (HP163T),31790000,Asus,i7 1165G7 2.8GHz,16,13.3,Intel Iris Xe,SDD,512,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-flip-ux363ea-i7-hp163t?src=osp
Laptop MSI Gaming GF65 10UE i7 10750H/16GB/512GB/6GB RTX3060 Max-Q/Balo/Win10 (228VN),31540000,MSI,i7 10750H 2.6GHz,16,15.6,RTX 3060 Max-Q 6GB,SDD,512,Window,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gf65-10ue-i7-228vn?src=osp
Laptop Asus TUF Gaming FX706HE i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HX011T),30990000,Asus,i7 11800H 2.3GHz,8,17.3,RTX 3050Ti 4GB,SDD,512,Window,2.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx706he-i7-hx011t?src=osp
Laptop Asus ZenBook Duo UX482EA i5 1135G7/8GB/512GB/Touch/Pen/Túi/Stand/Win10 (KA274T),30840000,Asus,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux482ea-i5-ka274t?src=osp
Laptop Apple MacBook Air M1 2020 16GB/256GB/7-core GPU (Z124000DE),30790000,MacBook,Apple M1 3.2GHz,16,13.3,M1 7-Core GPU,SDD,256,Mac OS,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-m1-2020-z124000de?src=osp
Laptop Asus VivoBook Pro 15 OLED K3500PC i7 11370H/16GB/512GB/4GB RTX3050/Win10 (L1046T),29890000,Asus,i7 11370H 3.3GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-oled-k3500pc-i7-l1046t?src=osp
Laptop Dell Latitude 3520 i7 1165G7/8GB/512GB/Win10 Pro (70261780),29440000,Dell,i7 1165G7 2.8GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-latitude-3520-i7-70261780?src=osp
Laptop Asus TUF Gaming FX706HC i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HX009T),28990000,Asus,i7 11800H 2.3GHz,8,17.3,RTX 3050 4GB,SDD,1000,Window,2.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx706hc-i7-hx009t?src=osp
Laptop Dell Inspiron 7400 i5 1135G7/16GB/512GB/2GB MX350/Win10 (N4I5134W),28960000,Dell,i5 1135G7 2.4GHz,16,14,MX350 2GB,SDD,1000,Window,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-7400-i5-n4i5134w?src=osp
Laptop Asus ZenBook UX425EA i7 1165G7/16GB/512GB/Cáp/Túi/Win10 (KI439T),28650000,Asus,i7 1165G7 2.8GHz,16,14,Intel Iris Xe,SDD,512,Window,1.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425ea-i7-ki439t?src=osp
Laptop MSI Gaming GF65 Thin 10UE i5 10500H/16GB/512GB/6GB RTX3060 Max-Q/144Hz/Balo/Win10 (286VN),28590000,MSI,i5 10500H 2.5GHz,16,15.6,RTX 3060 Max-Q 6GB,SDD,1000,Window,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-gf65-thin-10ue-i5-286vn?src=osp
Laptop GIGABYTE Gaming G5 i5 10500H/16GB/512GB/6GB RTX3060/144Hz/Win10 (5S11130SH),27990000,GIGABYTE,i5 10500H 2.5GHz,16,15.6,RTX 3060 6GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/gigabyte-gaming-g5-i5-5s11130sh?src=osp
Laptop Asus Rog Zephyrus Gaming G14 GA401QH R7 5800HS/8GB/512GB/4GB GTX1650/144Hz/Túi/Win10 (HZ035T),27990000,Asus,Ryzen 7 5800HS 3GHz,8,14,GTX 1650 4GB,SDD,512,Window,1.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-rog-zephyrus-g14-ga401qh-r7-hz035t?src=osp
Laptop Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.001.),27990000,Acer,i7 11800H 2.3GHz,8,15.6,RTX 3050Ti 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-74nu-i7-nhqd9sv001?src=osp
Laptop Asus TUF Gaming FX516PC i7 11370H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN001T),27990000,Asus,i7 11370H 3.3GHz,8,15.6,RTX 3050 4GB,SDD,1000,Window,2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx516pc-i7-hn001t?src=osp
Laptop Asus TUF Gaming FX506HCB i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN141T),27490000,Asus,i7 11800H 2.3GHz,8,15.6,RTX 3050 4GB,SDD,1000,Window,2.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hcb-i7-hn141t?src=osp
Laptop Acer Nitro 5 Gaming AN515 57 54AF i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QENSV.004),27340000,Acer,i5 11400H 2.7GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-an515-57-54af-i5-nhqensv004?src=osp
Laptop Lenovo Yoga Duet 7 13ITL6 i5 1135G7/8GB/512GB/Touch/Pen/Win10 (82MA000PVN),27140000,Lenovo,i5 1135G7 2.4GHz,8,13.3,Intel Iris Xe,SDD,512,Window,1.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma000pvn?src=osp
Laptop Lenovo Yoga 7 14ITL5 i7 1165G7/8GB/512GB/Touch/Pen/Win10 (82BH00CKVN),27040000,Lenovo,i7 1165G7 2.8GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-7-14itl5-i7-82bh00ckvn?src=osp
Laptop Asus VivoBook Pro 15 OLED K3500PC i5 11300H/16GB/512GB/4GB RTX3050/Win10 (L1045T),26660000,Asus,i5 11300H 3.1GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-oled-k3500pc-i5-l1045t?src=osp
Laptop Lenovo ThinkBook 14s Yoga ITL i7 1165G7/8GB/512GB/Touch/Pen/Win10 (20WE004EVN),26490000,Lenovo,i7 1165G7 2.8GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.5,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-yoga-itl-i7-20we004evn?src=osp
Laptop Acer Swift 5 SF514 53T 720R i7 8565U/8GB/256GB/Touch/Win10 (NX.H7HSV.002),26290000,Acer,i7 8565U 1.8GHz,8,14,Intel UHD 620,SDD,256,Window,0.9,,2018,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-swift-sf5-i7-8565u-8gb-256gb-win10?src=osp
Laptop Asus ZenBook Flip UX363EA i5 1135G7/8GB/512GB/Touch/Pen/Cáp/Túi/Win10 (HP532T),26090000,Asus,i5 1135G7 2.4GHz,8,13.3,Intel Iris Xe,SDD,512,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-flip-ux363ea-i5-hp532t?src=osp
Laptop Asus ZenBook Flip UX363EA i5 1135G7/8GB/512GB/Touch/Pen/Cáp/Túi/Win11 (HP726W),26090000,Asus,i5 1135G7 2.4GHz,8,13.3,Intel Iris Xe,SDD,512,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-flip-ux363ea-i5-hp726w?src=osp
Laptop Lenovo Yoga Slim 7 14ITL05 i7 1165G7/8GB/512GB/Win10 (82A300DQVN),26090000,Lenovo,i7 1165G7 2.8GHz,8,14,Intel Iris Xe,SDD,512,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-14itl05-i7-82a300dqvn?src=osp
Laptop Apple MacBook Air M1 2020 8GB/256GB/7-core GPU (MGN63SA/A),26040000,MacBook,Apple M1 3.2GHz,8,13.3,M1 7-Core GPU,SDD,256,Mac OS,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-2020-mgn63saa?src=osp
Laptop Asus TUF Gaming FX706HC i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HX003T),25990000,Asus,i5 11400H 2.7GHz,8,17.3,RTX 3050 4GB,SDD,512,Window,2.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx706hc-i5-hx003t?src=osp
Laptop Dell Inspiron 14 5410 i5 1155G7/8GB/512GB/2GB MX350/Touch/Pen/Office H&S2019/Win10 (N4I5547W),25920000,Dell,i5 1155G7 2.5GHz,8,14,MX350 2GB,SDD,1000,Window,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-14-5410-i5-n4i5547w?src=osp
Laptop Gigabyte G5 i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (GD-51S1123SH),25640000,GIGABYTE,i5 11400H 2.7GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/gigabyte-g5-i5-gd51s1123sh?src=osp
Laptop Acer Nitro 5 Gaming AN515 57 50FT i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (NH.QD8SV.003),25490000,Acer,i5 11400H 2.7GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-50ft-i5-nhqd8sv003?src=osp
Laptop Asus VivoBook Pro 15 OLED M3500QC R5 5600H/8GB/512GB/4GB RTX3050/Win10 (L1105T),25260000,Asus,Ryzen 5 5600H 3.3GHz,8,15.6,RTX 3050 4GB,SDD,1000,Window,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-oled-m3500qc-r5-l1105t?src=osp
Laptop Gigabyte Gaming G5 i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (51S1121SH),24990000,GIGABYTE,i5 11400H 2.7GHz,16,15.6,RTX 3050 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/gigabyte-g5-i5-51s1121sh?src=osp
Laptop Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),24990000,Asus,i5 11400H 2.7GHz,8,15.6,RTX 3050 4GB,SDD,1000,Window,2.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hcb-i5-hn139t?src=osp
Laptop Asus TUF Gaming FX506HC i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN002T),24990000,Asus,i5 11400H 2.7GHz,8,15.6,RTX 3050 4GB,SDD,512,Window,2.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hc-i5-hn002t?src=osp
Laptop Acer Nitro 5 Gaming AN515 57 54MV i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QENSV.003),24960000,Acer,i5 11400H 2.7GHz,8,15.6,RTX 3050 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-54mv-i5-nhqensv003?src=osp
Laptop MSI Gaming Bravo 15 B5DD R7 5800H/8GB/512GB/4GB RX5500M/Balo/Chuột/Win11 (278VN),24740000,MSI,Ryzen 7 5800H 3.2GHz,8,15.6,"AMD Radeon RX 5500M, 4GB",SDD,1000,Window,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-bravo-15-b5dd-r7-278vn?src=osp
Laptop Lenovo Ideapad Gaming 3 15IMH05 i7 10750H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013UVN),24640000,Lenovo,i7 10750H 2.6GHz,8,15.6,GTX 1650Ti 4GB,SDD,512,Window,2.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15imh05-i7-81y4013uvn?src=osp
Laptop MSI Gaming Bravo 15 B5DD R7 5800H/8GB/512GB/4GB RX5500M/144Hz/Balo/Chuột/Win10 (083VN),24240000,MSI,Ryzen 7 5800H 3.2GHz,8,15.6,"AMD Radeon RX 5500M, 4GB",SDD,1000,Window,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-bravo-15-b5dd-r7-083vn?src=osp
Laptop Acer Nitro 5 Gaming AN515 56 5256 i5 11300H/16GB/512GB/4GB GTX1650/144Hz/Win10 (NH.QBZSV.005),23990000,Acer,i5 11300H 3.1GHz,16,15.6,GTX 1650 4GB,SDD,1000,Window,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-56-5256-i5-nhqbzsv005?src=osp
Laptop Lenovo ThinkBook 14s G2 ITL i7 1165G7/8GB/512GB/Win10 (20VA000MVN),23740000,Lenovo,i7 1165G7 2.8GHz,8,14,Intel Iris Xe,SDD,512,Window,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i7-20va000mvn?src=osp
Laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7/8GB/512GB/Touch/Pen/Win10 (20WE004CVN),23550000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.5,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-yoga-itl-i5-20we004cvn?src=osp
Laptop Dell Latitude 3520 i5 1135G7/8GB/256GB/Win10 (70251593),23450000,Dell,i5 1135G7 2.4GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-latitude-3520-i5-70251593?src=osp
Laptop Dell Inspiron 14 5410 i5 11320H/8GB/512GB/Office H&S2019/Win10 (P143G001ASL),23260000,Dell,i5 11320H 3.2GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-14-5410-i5-p143g001asl?src=osp
Laptop Dell Inspiron 15 5515 R7 5700U/8GB/512GB/Office H&S2019/Win10 (N5R75700U104W),23070000,Dell,Ryzen 7 5700U 1.8GHz,8,15.6,Radeon,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5515-r7-n5r75700u104w?src=osp
Laptop Asus ZenBook UX325EA i5 1135G7/8GB/512GB/OLED/Cáp/Túi/Win10 (KG363T),22570000,Asus,i5 1135G7 2.4GHz,8,13.3,Intel Iris Xe,SDD,1000,Window,1.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux325ea-i5-kg363t?src=osp
Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),22500000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn?src=osp
Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/8GB/512GB/Win10 (82A300DPVN),22390000,Lenovo,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-14itl05-i5-82a300dpvn?src=osp
Laptop Asus ZenBook UX425EA i5 1135G7/8GB/512GBCáp/Túi/Win10 (KI429T),22290000,Asus,i5 1135G7 2.4GHz,8,14,Intel Iris Xe,SDD,512,Window,1.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425ea-i5-ki429t?src=osp
Laptop MSI Gaming GF63 Thin 10SC i7 10750H/8GB/512GB/4GB GTX1650 Max-Q/144Hz/Balo/Chuột/Win10 (480VN),21990000,MSI,i7 10750H 2.6GHz,8,15.6,GTX 1650 Max-Q 4GB,SDD,1000,Window,1.9,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-gf63-thin-10sc-i7-480vn?src=osp
Laptop MSI Gaming Modern 14 B11SBU i5 1155G7/8GB/512GB/2GB MX450/Túi/Chuột/Win10 (669VN),21990000,MSI,i5 1155G7 2.5GHz,8,14,MX450 2GB,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-modern-14-b11sbu-i5-669vn?src=osp
Laptop Lenovo Ideapad 5 Pro 14ITL6 i5 1135G7/8GB/512GB/2GB MX450/Win10 (82L30094VN),21910000,Lenovo,i5 1135G7 2.4GHz,8,14,MX450 2GB,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l30094vn?src=osp
Laptop Dell Inspiron 15 5510 i5 11300H/8GB/256GB/Office H&S2019/Win10 (0WT8R1),21840000,Dell,i5 11300H 3.1GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5510-i5-0wt8r1?src=osp
Laptop Dell Vostro 5510 i5 11300H/8GB/512GB/OfficeH&S 2019/Win10 (70253901),21840000,Dell,i5 11300H 3.1GHz,8,15.6,Intel Iris Xe,SDD,1000,Window,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5510-i5-70253901?src=osp
Laptop MSI Gaming Bravo 15 B5DD R5 5600H/8GB/512GB/4GB RX5500M/144Hz/Balo/Chuột/Win10 (084VN),21340000,MSI,Ryzen 5 5600H 3.3GHz,8,15.6,"AMD Radeon RX 5500M, 4GB",SDD,1000,Window,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-gaming-bravo-15-b5dd-r5-084vn?src=osp
Laptop Asus TUF Gaming FX506LH i5 10300H/8GB/512GB/144Hz/4GB GTX1650/Win10 (HN002T),20990000,Asus,i5 10300H 2.5GHz,8,15.6,GTX 1650 4GB,SDD,512,Window,2.3,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-uf-gaming-fx506lh-i5-hn002t?src=osp
Laptop MSI Modern 14 B11MOU i7 1195G7/8GB/512GB/Túi/Chuột/Win10 (847VN),20890000,MSI,i7 1195G7 2.9GHz,8,14,Intel Iris Xe,SDD,1000,Window,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/msi-modern-14-b11mou-i7-847vn?src=osp
Laptop Lenovo IdeaPad Gaming 3 15IMH05 i5 10300H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013VVN),20840000,Lenovo,i5 10300H 2.5GHz,8,15.6,GTX 1650Ti 4GB,SDD,512,Window,2.2,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15imh05-i5-81y4013vvn?src=osp
Laptop Dell Vostro 5415 R5 5500U/8GB/512GB/Office H&S2019/Win10 (V4R55500U015W),20130000,Dell,Ryzen 5 5500U 2.1GHz,8,14,Radeon,SDD,1000,Window,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5415-r5-v4r55500u015w?src=osp
